"resource_id","iam_principal","service","charge_type","region","tag_project","tag_owner","tag_name","tag_cluster","cost_usd"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0bcf63ebad5cb657b","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","5.146899999999984E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-011cbe4a269393e4a","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","5.117899999999984E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-05d2d65902cd2a15e","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","5.0717999999999825E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0dcd251588acc58f5","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","5.0717999999999825E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0171c8b7ce00379a7","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","5.057799999999986E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-03027ad2c09bb7ca4","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","5.018299999999984E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-053a023a343c73074","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","5.018299999999984E-6"
"arn:aws:logs:us-east-1:123456789012:log-group:/aws/vendedlogs/aidevops/agentspace/APPLICATION_LOGS/46c71eb9-264a-4ce3-9951-d84c3f2ad2ea","(no principal)","AmazonCloudWatch","Usage","us-east-1","-","-","-","-","4.9790999999999995E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-0b15b73c151724520","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","4.896999999999992E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-04bf8207aa41b1aba","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","4.881699999999993E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-0bcca01febcc6ae06","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","4.881699999999993E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-07cd6d6cb38d067d7","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","4.860799999999987E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0e5919cc8c5cf98dc","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","4.860799999999987E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-0569139d0b52e09f8","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","4.8071999999999885E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-0ec98d180f46a28eb","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","4.8071999999999885E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-01981be99a0330af8","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","4.7770999999999885E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-02cd2a14eb24f2f8e","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","4.748999999999991E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-0e1c58ec103c617e4","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","4.688899999999992E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-06ebd2997315651d8","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","4.649599999999992E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-07f4e4a9470fdb309","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","4.649599999999992E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-0740397ef2493f6a6","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","4.595899999999993E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-03c062676522f482a","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","4.595899999999993E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-00b0ec1b9ce720eb4","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","4.546599999999994E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-082691f61859ed648","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","4.546599999999994E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-055119c76a344c9f9","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","4.483799999999998E-6"
"arn:aws:logs:ap-southeast-1:123456789012:log-group:/aws/rds/cluster/my-nexus-demo-db/postgresql","(no principal)","AmazonCloudWatch","Usage","ap-southeast-1","-","-","-","-","4.4759000000000015E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-00ce596b508598341","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","4.438399999999996E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0a7660e86334ddb17","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","4.438399999999996E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0a8c61d2e8373e008","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","4.4237999999999965E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-04784805cfbd8421d","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","4.388799999999998E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-006095eecb8069c12","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","4.388799999999998E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-0a5cf608f90e085e1","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","4.384899999999998E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-0d5a91396682efffd","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","4.384899999999998E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-08de96884bd631d15","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","4.273200000000002E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-01574648ea570ca7e","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","4.2641E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0ac0cfb371663dbc3","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","4.227300000000001E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0d1641beb622b9835","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","4.227300000000001E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0a10e67da0b0b79e7","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","4.2132000000000014E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0abd240a44ff0fc39","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","4.210300000000003E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-0510b719adc390821","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","4.173500000000002E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-0d6c49d059c207bed","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","4.173500000000002E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-06f8dffb18db71cd6","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","4.144100000000001E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-04867c1c1a7ae516b","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","4.115300000000004E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-03b4f1054f7322d76","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","4.0903000000000005E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0d8dd991f24a7e946","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","4.0890999999999944E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0c7917b41c0f89c08","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","4.0890999999999944E-6"
"arn:aws:aoss:ap-southeast-1:123456789012:collection/pfa6wvl941lbwaihiz54","(no principal)","AmazonES","Usage","ap-southeast-1","-","-","-","-","4.0645000000000184E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0266d4854fc08687c","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","4.061500000000007E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-0a21bfd3dfcaa3e44","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","4.055200000000002E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-06baaa2479b826b9b","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","4.016000000000005E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0f1b0402286c309d2","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","4.016000000000005E-6"
"arn:aws:logs:us-east-1:123456789012:log-group:MCS-ServiceStackApiEcsServiceApiServiceTaskDefinitionServiceContainerLogGroupCBF7EE52-e0Avi7LVHoEK","(no principal)","AmazonCloudWatch","Usage","us-east-1","-","-","-","-","4.0084E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0be19ec94fc68bc37","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","4.001500000000004E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-069d560383f0c014b","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","3.989800000000007E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-0272552f5a4f8d9e8","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","3.962600000000007E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-0629dc0933c092f7d","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","3.962600000000005E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-098f1e9c07b2a27ed","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","3.913000000000007E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0fd1ed4f6dfb13cd9","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","3.913000000000006E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-02af60a2c0ac3583a","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","3.809600000000002E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-040a69b4e8954d098","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","3.804700000000008E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0650741a235e59a7d","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","3.804700000000008E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-0f6e32beff78e1710","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","3.7513000000000093E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-0f3b36d774635397c","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","3.751300000000007E-6"
"sagemaker-us-west-2-123456789012","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.7101999999999996E-6"
"kinesis-data-generator-cognito-use-stagings3bucket-qnetscg3ivrq","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.653699999999997E-6"
"nexus-ai-attachments-2026-libo","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.613699999999999E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0929f2f93e1ee0df3","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","3.593600000000009E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-04ebe82cdf743c3cb","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","3.593600000000009E-6"
"emr-eks-workshop-workshopc9outputbucket-9ammwtll4l5h","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.5913999999999996E-6"
"parallelcluster-1e4da8ee0743ddb4-v1-do-not-delete","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.5809999999999993E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0c7b23844f8f81832","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","3.576200000000008E-6"
"sagemaker-studio-123456789012-p0bvwghpcf","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.558399999999997E-6"
"nexus-ai-event-workspace-2026-libo","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.5548999999999988E-6"
"arn:aws:logs:ap-southeast-1:123456789012:log-group:/aws/lambda/weblab-cw-to-feishu","(no principal)","AmazonCloudWatch","Usage","ap-southeast-1","-","-","-","-","3.551199999999999E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-077fb26fe7b9e01ed","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","3.544100000000009E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-05ce8834a266a3b6b","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","3.544100000000009E-6"
"ecs-s3-test-test-bucket-hljs94ih","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.5416999999999995E-6"
"ecs-s3-test-test-bucket-0amd1vr4","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.5408999999999986E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-027a54d92d9be4c32","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","3.5400000000000085E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-0a586f67ec95d076f","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","3.5400000000000085E-6"
"nexus-ai-session-2026-libo","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.5368999999999983E-6"
"amazon-sagemaker-123456789012-us-west-2-2f0a7fc44934","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.531999999999996E-6"
"mtls-tinyboat-blog-internal-truststore","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.528699999999998E-6"
"nexus-ai-artifacts-2026-libo","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.521299999999998E-6"
"do-not-delete-gatedgarden-audit-123456789012","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.5166999999999963E-6"
"nexus-ai-skill-storage-libo","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.514899999999996E-6"
"ecs-s3-test-test-bucket-u6eb0s3h","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.512599999999998E-6"
"do-not-delete-profiler-metadata-123456789012","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.5084999999999966E-6"
"cf-templates-1qnt045plpzcm-us-west-2","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.507999999999997E-6"
"my-hpc-bucket-20241014","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.5066999999999964E-6"
"yuyue-rag-hcls-and-auto","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.5059999999999966E-6"
"emrseverless-spark-application","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.505399999999998E-6"
"knowledgebase-graphrag-yuyue","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.505099999999997E-6"
"cw-syn-results-123456789012-us-west-2","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.5048999999999984E-6"
"share-content-hcls-liboma","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.5032999999999953E-6"
"bedrock-agentcore-codebuild-sources-123456789012-us-west-2","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.500699999999995E-6"
"iot-auto-sensors-west-40571","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.500099999999997E-6"
"arn:aws:ecs:us-east-1:123456789012:task/MCS-ServiceStackApiEcsServiceApiEcsServiceCluster0E9E02D7-KSc2YxWcWlTE/a8056216d2144072a25ca1ecd26d0928","(no principal)","AmazonECS","Usage","-","-","-","-","-","3.4942999999999997E-6"
"mtls-recocanme-tinyboat-crl","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.491899999999995E-6"
"pre-signed-url-poc-libo","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.491199999999997E-6"
"multitenant-app-storage","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.4896999999999964E-6"
"pca-internal","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.4873999999999956E-6"
"lambdasam-2b0f9b3737-us-west-2","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.4839999999999966E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-00b0d0883b212f2c6","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","3.4824000000000084E-6"
"hcls-hpc-demo-sa-liboma","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.4728999999999943E-6"
"csi-s3-bucket-mountpoint","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.470999999999997E-6"
"amazon-connect-66b919db79c8","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.4694999999999987E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-030506affa2e0c388","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","3.4563000000000045E-6"
"amazon-connect-a2d925025b1e","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.453399999999998E-6"
"br-ad-labelling-testdata","(no principal)","AmazonS3","Usage","-","-","-","-","-","3.452399999999996E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0709532bd0356a3a0","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","3.4286000000000077E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-04ffff9e32f3551c4","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","3.4223000000000066E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-00b0378ddc43ec5a4","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","3.3824000000000085E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-024e9452939767b1c","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","3.3824000000000085E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-08c699045e828d128","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","3.368600000000006E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-0d67436436ac84348","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","3.328800000000008E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-0fd002e824d18b842","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","3.328800000000008E-6"
"arn:aws:logs:us-west-2:123456789012:log-group:/aws/cloudhsm/cluster-2aapek4e2tr","(no principal)","AmazonCloudWatch","Usage","us-west-2","-","-","-","-","3.2637000000000006E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-001280d319f6507dd","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","3.1710000000000074E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0d93658a6d62627ef","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","3.1710000000000074E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-014dc1fa776545b85","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","3.1218000000000075E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-01744ad7711bf2761","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","3.1218000000000075E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-0d4ace61f6ab4a0d3","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","3.1177000000000074E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-0bf8525c30d8478a0","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","3.1177000000000074E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-071b482750cbe1197","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","3.0682000000000073E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0e5ca4058aeb2d422","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","3.0682000000000073E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-05009979cab6e62d4","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","2.959900000000007E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-096e59f1a0869f920","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","2.959900000000007E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-0490809bbad626154","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","2.910200000000007E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-07df11757d32150d2","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","2.910200000000007E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-0d32c564431cc6eb0","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","2.9064000000000066E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-010df5c672cb906cb","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","2.906200000000007E-6"
"arn:aws:elasticfilesystem:us-east-1:123456789012:file-system/fs-0e38b055f355e00fe","(no principal)","AmazonEFS","Usage","us-east-1","-","-","-","-","2.822399999999995E-6"
"arn:aws:logs:ap-southeast-1:123456789012:log-group:/aws/lambda/sam-app-PetstoreFunction-eYPEgvRdQixN","(no principal)","AmazonCloudWatch","Usage","ap-southeast-1","-","-","-","-","2.822100000000001E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-078351fb65f7d1979","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","2.7950000000000054E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-078299eb6b8c544de","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","2.7485000000000064E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-06d282df8403e7b6e","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","2.7485000000000064E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-06fd0b2573fa08dd0","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","2.734900000000005E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-077424098173fc8d6","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","2.7325000000000048E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-04bbca2e725f86cff","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","2.695200000000006E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-0ede6580708f44865","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","2.695200000000006E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-0c5a947bac152d35c","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","2.637100000000005E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0fe2cce0cd738146d","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","2.6124000000000023E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-02ab1d80c8d5bcc58","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","2.583100000000005E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-02af5bb5dafc1af27","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","2.5775000000000037E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0c1f57702d633d31f","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","2.537600000000006E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0841f02eb837445c3","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","2.537600000000006E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-08d5411b109973790","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","2.523100000000004E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-0de556bc29f853cfa","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","2.4252000000000047E-6"
"demo-hpc-cluster-dev-pcluster-ui-c3057e86","(no principal)","AmazonS3","Usage","-","demo-hpc-cluster","research-team","demo-hpc-cluster-dev","-","2.3720999999999946E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-02bcf51eb2567e8d5","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","2.3653000000000043E-6"
"parallelcluster-ff44595922e5a474-v1-do-not-delete","(no principal)","AmazonS3","Usage","-","-","-","-","-","2.3537999999999956E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-04403f22a4f29eb2a","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","2.326500000000005E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-079defcfc4de87553","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","2.326500000000005E-6"
"cf-templates-1qnt045plpzcm-us-east-2","(no principal)","AmazonS3","Usage","-","-","-","-","-","2.296899999999996E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-0b9a237b3f9c997be","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","2.277000000000005E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-0cc9c69958c4c8c10","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","2.2769000000000053E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-08c745dbe4419642c","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","2.2233000000000046E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-054aff277abb45eda","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","2.2233000000000046E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-058636dfca67ea86a","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","2.214500000000004E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-0698306b764e9fb08","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","2.1545000000000033E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-01bbfdb24a27e78f8","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","2.1516000000000024E-6"
"arn:aws:bedrock:us-east-1::foundation-model/amazon.nova-micro-v1","arn:aws:iam::123456789012:user/app-user","AmazonBedrock","Usage","us-east-1","-","-","-","-","2.135E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-083862d46e932eff6","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","2.1150000000000043E-6"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0c2654d16428b31d5","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","2.1150000000000043E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-038377c5d351d070d","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","2.0614000000000045E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-08baac80cba0a042a","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","2.0614000000000045E-6"
"arn:aws:fsx:ap-southeast-1:123456789012:backup/backup-06873b1227b0b94bf","(no principal)","AmazonFSx","Usage","ap-southeast-1","-","-","-","-","2.0316000000000023E-6"
